south_1,south_2,north_1,north_2,east_1,east_2,west_1,west_2,datetime,intersection,day,day_name
1,4,3,3,7,7,3,6,2024-04-04 03:00:00,Yonge and Bloor,3,Thursday
1,3,4,1,4,4,7,7,2024-04-04 03:15:00,Yonge and Bloor,3,Thursday
4,1,1,4,5,3,4,7,2024-04-04 03:30:00,Yonge and Bloor,3,Thursday
3,1,5,2,4,3,3,6,2024-04-04 03:45:00,Yonge and Bloor,3,Thursday
3,2,4,1,5,9,6,6,2024-04-04 04:00:00,Yonge and Bloor,3,Thursday
3,2,3,2,4,9,7,4,2024-04-04 04:15:00,Yonge and Bloor,3,Thursday
4,2,4,1,6,6,6,5,2024-04-04 04:30:00,Yonge and Bloor,3,Thursday
8,2,3,1,6,4,6,4,2024-04-04 04:45:00,Yonge and Bloor,3,Thursday
27,28,24,26,28,26,28,29,2024-04-04 05:00:00,Yonge and Bloor,3,Thursday
27,27,30,25,27,29,30,30,2024-04-04 05:15:00,Yonge and Bloor,3,Thursday
25,27,28,27,27,27,30,31,2024-04-04 05:30:00,Yonge and Bloor,3,Thursday
24,24,30,27,31,31,32,29,2024-04-04 05:45:00,Yonge and Bloor,3,Thursday
28,25,25,25,31,28,29,29,2024-04-04 06:00:00,Yonge and Bloor,3,Thursday
28,24,30,24,29,26,30,27,2024-04-04 06:15:00,Yonge and Bloor,3,Thursday
25,24,28,27,31,27,29,27,2024-04-04 06:30:00,Yonge and Bloor,3,Thursday
24,26,24,24,30,29,26,30,2024-04-04 06:45:00,Yonge and Bloor,3,Thursday
28,28,31,28,28,32,29,27,2024-04-04 07:00:00,Yonge and Bloor,3,Thursday
25,26,27,28,29,30,30,31,2024-04-04 07:15:00,Yonge and Bloor,3,Thursday
28,27,28,24,29,33,28,29,2024-04-04 07:30:00,Yonge and Bloor,3,Thursday
26,24,26,27,28,29,30,29,2024-04-04 07:45:00,Yonge and Bloor,3,Thursday
43,40,39,41,42,43,45,43,2024-04-04 08:00:00,Yonge and Bloor,3,Thursday
39,39,41,39,43,41,45,44,2024-04-04 08:15:00,Yonge and Bloor,3,Thursday
44,41,39,41,44,42,41,44,2024-04-04 08:30:00,Yonge and Bloor,3,Thursday
41,40,41,39,43,41,42,43,2024-04-04 08:45:00,Yonge and Bloor,3,Thursday
36,37,43,50,49,50,47,47,2024-04-04 09:00:00,Yonge and Bloor,3,Thursday
45,51,42,45,42,39,55,43,2024-04-04 09:15:00,Yonge and Bloor,3,Thursday
50,38,36,50,49,54,42,40,2024-04-04 09:30:00,Yonge and Bloor,3,Thursday
47,44,44,42,53,50,41,39,2024-04-04 09:45:00,Yonge and Bloor,3,Thursday
36,46,44,40,55,51,40,50,2024-04-04 10:00:00,Yonge and Bloor,3,Thursday
48,45,41,40,56,54,39,51,2024-04-04 10:15:00,Yonge and Bloor,3,Thursday
51,41,53,52,47,50,49,42,2024-04-04 10:30:00,Yonge and Bloor,3,Thursday
43,48,54,45,42,53,42,46,2024-04-04 10:45:00,Yonge and Bloor,3,Thursday
39,44,44,52,51,47,46,40,2024-04-04 11:00:00,Yonge and Bloor,3,Thursday
38,51,37,48,55,45,48,48,2024-04-04 11:15:00,Yonge and Bloor,3,Thursday
44,53,48,53,53,51,46,51,2024-04-04 11:30:00,Yonge and Bloor,3,Thursday
49,40,51,39,40,40,47,49,2024-04-04 11:45:00,Yonge and Bloor,3,Thursday
27,28,27,28,27,28,26,29,2024-04-04 12:00:00,Yonge and Bloor,3,Thursday
28,28,28,28,28,27,32,30,2024-04-04 12:15:00,Yonge and Bloor,3,Thursday
26,27,26,26,27,26,29,31,2024-04-04 12:30:00,Yonge and Bloor,3,Thursday
27,25,24,24,30,32,30,29,2024-04-04 12:45:00,Yonge and Bloor,3,Thursday
25,26,28,28,27,27,28,27,2024-04-04 13:00:00,Yonge and Bloor,3,Thursday
27,27,28,25,27,33,29,28,2024-04-04 13:15:00,Yonge and Bloor,3,Thursday
26,27,25,25,30,27,30,27,2024-04-04 13:30:00,Yonge and Bloor,3,Thursday
25,26,26,26,30,28,32,29,2024-04-04 13:45:00,Yonge and Bloor,3,Thursday
27,25,25,26,30,30,30,27,2024-04-04 14:00:00,Yonge and Bloor,3,Thursday
26,24,28,24,28,30,28,31,2024-04-04 14:15:00,Yonge and Bloor,3,Thursday
24,26,26,24,30,29,26,27,2024-04-04 14:30:00,Yonge and Bloor,3,Thursday
28,24,30,28,31,29,31,29,2024-04-04 14:45:00,Yonge and Bloor,3,Thursday
24,27,24,25,29,28,28,27,2024-04-04 15:00:00,Yonge and Bloor,3,Thursday
24,28,27,27,28,26,28,31,2024-04-04 15:15:00,Yonge and Bloor,3,Thursday
28,28,28,24,30,27,26,29,2024-04-04 15:30:00,Yonge and Bloor,3,Thursday
24,26,25,25,28,30,29,30,2024-04-04 15:45:00,Yonge and Bloor,3,Thursday
28,26,30,25,30,29,30,29,2024-04-04 16:00:00,Yonge and Bloor,3,Thursday
24,28,27,24,28,27,28,27,2024-04-04 16:15:00,Yonge and Bloor,3,Thursday
25,26,28,26,31,29,32,31,2024-04-04 16:30:00,Yonge and Bloor,3,Thursday
25,28,25,26,28,33,28,28,2024-04-04 16:45:00,Yonge and Bloor,3,Thursday
37,52,48,45,56,53,49,45,2024-04-04 17:00:00,Yonge and Bloor,3,Thursday
37,36,43,39,52,53,45,40,2024-04-04 17:15:00,Yonge and Bloor,3,Thursday
48,36,39,49,49,49,39,53,2024-04-04 17:30:00,Yonge and Bloor,3,Thursday
51,36,39,43,53,46,48,43,2024-04-04 17:45:00,Yonge and Bloor,3,Thursday
43,45,36,51,49,47,39,51,2024-04-04 18:00:00,Yonge and Bloor,3,Thursday
37,53,42,45,44,48,53,56,2024-04-04 18:15:00,Yonge and Bloor,3,Thursday
52,50,51,53,43,49,51,42,2024-04-04 18:30:00,Yonge and Bloor,3,Thursday
38,50,45,42,45,47,42,41,2024-04-04 18:45:00,Yonge and Bloor,3,Thursday
53,39,55,37,51,40,48,40,2024-04-04 19:00:00,Yonge and Bloor,3,Thursday
38,38,38,49,51,41,53,52,2024-04-04 19:15:00,Yonge and Bloor,3,Thursday
43,49,51,41,41,55,49,56,2024-04-04 19:30:00,Yonge and Bloor,3,Thursday
39,46,37,52,47,50,38,40,2024-04-04 19:45:00,Yonge and Bloor,3,Thursday
26,27,27,28,31,26,29,27,2024-04-04 20:00:00,Yonge and Bloor,3,Thursday
28,24,28,25,30,33,30,31,2024-04-04 20:15:00,Yonge and Bloor,3,Thursday
28,28,26,26,27,31,30,30,2024-04-04 20:30:00,Yonge and Bloor,3,Thursday
27,26,30,24,28,30,27,30,2024-04-04 20:45:00,Yonge and Bloor,3,Thursday
25,26,28,27,29,31,32,28,2024-04-04 21:00:00,Yonge and Bloor,3,Thursday
26,25,25,28,28,26,26,29,2024-04-04 21:15:00,Yonge and Bloor,3,Thursday
28,27,26,27,27,27,28,30,2024-04-04 21:30:00,Yonge and Bloor,3,Thursday
25,25,24,25,29,29,30,27,2024-04-04 21:45:00,Yonge and Bloor,3,Thursday
28,27,24,25,27,29,27,28,2024-04-04 22:00:00,Yonge and Bloor,3,Thursday
26,28,28,27,30,30,26,31,2024-04-04 22:15:00,Yonge and Bloor,3,Thursday
25,25,27,26,30,27,32,28,2024-04-04 22:30:00,Yonge and Bloor,3,Thursday
25,27,24,26,29,27,30,27,2024-04-04 22:45:00,Yonge and Bloor,3,Thursday
1,2,5,2,4,3,4,5,2024-04-04 23:00:00,Yonge and Bloor,3,Thursday
2,4,1,4,5,3,4,7,2024-04-04 23:15:00,Yonge and Bloor,3,Thursday
3,4,2,1,4,3,4,5,2024-04-04 23:30:00,Yonge and Bloor,3,Thursday
4,3,1,3,7,4,5,7,2024-04-04 23:45:00,Yonge and Bloor,3,Thursday
5,1,1,4,6,4,5,8,2024-04-05 00:00:00,Yonge and Bloor,4,Friday
4,1,2,5,6,5,8,5,2024-04-05 00:15:00,Yonge and Bloor,4,Friday
2,4,1,3,8,6,6,4,2024-04-05 00:30:00,Yonge and Bloor,4,Friday
1,1,5,4,8,3,6,6,2024-04-05 00:45:00,Yonge and Bloor,4,Friday
4,2,1,4,5,6,7,6,2024-04-05 01:00:00,Yonge and Bloor,4,Friday
4,3,6,2,5,10,5,6,2024-04-05 01:15:00,Yonge and Bloor,4,Friday
5,3,2,1,5,10,7,6,2024-04-05 01:30:00,Yonge and Bloor,4,Friday
4,1,3,3,4,3,9,6,2024-04-05 01:45:00,Yonge and Bloor,4,Friday
5,2,4,5,6,4,8,6,2024-04-05 02:00:00,Yonge and Bloor,4,Friday
1,3,3,4,6,4,7,7,2024-04-05 02:15:00,Yonge and Bloor,4,Friday
5,4,1,2,8,5,9,8,2024-04-05 02:30:00,Yonge and Bloor,4,Friday
5,4,5,1,7,7,8,5,2024-04-05 02:45:00,Yonge and Bloor,4,Friday
1,3,5,3,8,6,7,4,2024-04-05 03:00:00,Yonge and Bloor,4,Friday
4,1,3,2,6,3,9,6,2024-04-05 03:15:00,Yonge and Bloor,4,Friday
4,1,1,3,4,4,9,7,2024-04-05 03:30:00,Yonge and Bloor,4,Friday
2,1,6,1,5,4,5,8,2024-04-05 03:45:00,Yonge and Bloor,4,Friday
8,4,5,1,7,5,5,4,2024-04-05 04:00:00,Yonge and Bloor,4,Friday
5,2,2,5,6,7,3,6,2024-04-05 04:15:00,Yonge and Bloor,4,Friday
4,4,5,4,5,7,8,5,2024-04-05 04:30:00,Yonge and Bloor,4,Friday
2,5,4,4,6,8,5,4,2024-04-05 04:45:00,Yonge and Bloor,4,Friday
14,14,13,18,21,17,16,21,2024-04-05 05:00:00,Yonge and Bloor,4,Friday
17,13,18,16,23,18,17,22,2024-04-05 05:15:00,Yonge and Bloor,4,Friday
16,17,18,18,23,22,24,19,2024-04-05 05:30:00,Yonge and Bloor,4,Friday
19,21,14,14,23,20,22,20,2024-04-05 05:45:00,Yonge and Bloor,4,Friday
17,14,13,16,24,20,21,21,2024-04-05 06:00:00,Yonge and Bloor,4,Friday
17,19,13,17,17,16,16,19,2024-04-05 06:15:00,Yonge and Bloor,4,Friday
17,19,23,19,21,17,19,24,2024-04-05 06:30:00,Yonge and Bloor,4,Friday
14,15,14,13,18,16,22,19,2024-04-05 06:45:00,Yonge and Bloor,4,Friday
21,17,17,20,18,22,17,18,2024-04-05 07:00:00,Yonge and Bloor,4,Friday
21,21,21,18,21,18,19,21,2024-04-05 07:15:00,Yonge and Bloor,4,Friday
15,21,18,18,21,25,17,16,2024-04-05 07:30:00,Yonge and Bloor,4,Friday
20,13,14,16,16,16,16,22,2024-04-05 07:45:00,Yonge and Bloor,4,Friday
22,22,24,23,24,26,26,28,2024-04-05 08:00:00,Yonge and Bloor,4,Friday
21,25,25,24,27,26,27,27,2024-04-05 08:15:00,Yonge and Bloor,4,Friday
24,21,24,22,28,27,24,25,2024-04-05 08:30:00,Yonge and Bloor,4,Friday
21,21,25,24,27,26,25,24,2024-04-05 08:45:00,Yonge and Bloor,4,Friday
19,17,15,20,23,23,17,21,2024-04-05 09:00:00,Yonge and Bloor,4,Friday
19,15,15,13,23,23,23,21,2024-04-05 09:15:00,Yonge and Bloor,4,Friday
15,18,17,19,22,16,22,23,2024-04-05 09:30:00,Yonge and Bloor,4,Friday
19,18,19,17,21,22,19,19,2024-04-05 09:45:00,Yonge and Bloor,4,Friday
44,42,45,40,49,45,43,48,2024-04-05 10:00:00,Yonge and Bloor,4,Friday
39,43,43,43,45,37,45,49,2024-04-05 10:15:00,Yonge and Bloor,4,Friday
45,43,36,33,35,43,42,49,2024-04-05 10:30:00,Yonge and Bloor,4,Friday
32,41,33,33,44,41,40,45,2024-04-05 10:45:00,Yonge and Bloor,4,Friday
34,40,42,45,35,43,50,42,2024-04-05 11:00:00,Yonge and Bloor,4,Friday
38,32,34,33,38,45,36,43,2024-04-05 11:15:00,Yonge and Bloor,4,Friday
34,40,42,36,49,46,48,36,2024-04-05 11:30:00,Yonge and Bloor,4,Friday
45,41,46,34,36,35,45,47,2024-04-05 11:45:00,Yonge and Bloor,4,Friday
26,24,29,26,28,28,26,28,2024-04-05 12:00:00,Yonge and Bloor,4,Friday
24,24,25,24,29,31,27,29,2024-04-05 12:15:00,Yonge and Bloor,4,Friday
28,26,26,25,28,28,29,28,2024-04-05 12:30:00,Yonge and Bloor,4,Friday
26,26,24,25,27,30,26,28,2024-04-05 12:45:00,Yonge and Bloor,4,Friday
18,13,16,18,16,22,22,17,2024-04-05 13:00:00,Yonge and Bloor,4,Friday
15,21,16,16,21,20,18,23,2024-04-05 13:15:00,Yonge and Bloor,4,Friday
21,20,13,17,18,21,20,24,2024-04-05 13:30:00,Yonge and Bloor,4,Friday
14,15,19,19,17,23,23,21,2024-04-05 13:45:00,Yonge and Bloor,4,Friday
21,16,17,15,19,17,17,20,2024-04-05 14:00:00,Yonge and Bloor,4,Friday
21,21,23,13,23,16,16,21,2024-04-05 14:15:00,Yonge and Bloor,4,Friday
13,20,15,17,16,18,17,23,2024-04-05 14:30:00,Yonge and Bloor,4,Friday
14,17,18,16,24,21,25,24,2024-04-05 14:45:00,Yonge and Bloor,4,Friday
18,20,18,20,16,18,15,22,2024-04-05 15:00:00,Yonge and Bloor,4,Friday
20,15,18,20,17,22,21,23,2024-04-05 15:15:00,Yonge and Bloor,4,Friday
17,13,19,16,19,19,17,21,2024-04-05 15:30:00,Yonge and Bloor,4,Friday
19,19,18,14,19,20,19,22,2024-04-05 15:45:00,Yonge and Bloor,4,Friday
17,21,15,14,16,22,22,20,2024-04-05 16:00:00,Yonge and Bloor,4,Friday
18,16,15,21,17,21,19,16,2024-04-05 16:15:00,Yonge and Bloor,4,Friday
17,15,17,18,19,22,17,21,2024-04-05 16:30:00,Yonge and Bloor,4,Friday
17,16,24,14,24,20,25,23,2024-04-05 16:45:00,Yonge and Bloor,4,Friday
40,34,43,41,41,37,46,47,2024-04-05 17:00:00,Yonge and Bloor,4,Friday
35,43,44,40,45,46,42,41,2024-04-05 17:15:00,Yonge and Bloor,4,Friday
33,36,34,33,36,43,36,41,2024-04-05 17:30:00,Yonge and Bloor,4,Friday
33,38,38,42,40,43,39,40,2024-04-05 17:45:00,Yonge and Bloor,4,Friday
44,33,42,44,43,44,39,40,2024-04-05 18:00:00,Yonge and Bloor,4,Friday
37,34,36,33,39,44,37,39,2024-04-05 18:15:00,Yonge and Bloor,4,Friday
41,39,41,38,42,36,38,45,2024-04-05 18:30:00,Yonge and Bloor,4,Friday
34,44,46,44,37,44,46,42,2024-04-05 18:45:00,Yonge and Bloor,4,Friday
18,19,14,18,21,19,15,21,2024-04-05 19:00:00,Yonge and Bloor,4,Friday
15,13,21,14,20,23,17,19,2024-04-05 19:15:00,Yonge and Bloor,4,Friday
17,19,15,21,16,18,19,20,2024-04-05 19:30:00,Yonge and Bloor,4,Friday
19,15,18,13,19,16,24,22,2024-04-05 19:45:00,Yonge and Bloor,4,Friday
18,14,13,17,16,17,15,24,2024-04-05 20:00:00,Yonge and Bloor,4,Friday
19,17,20,14,22,26,20,23,2024-04-05 20:15:00,Yonge and Bloor,4,Friday
13,19,15,19,17,23,17,16,2024-04-05 20:30:00,Yonge and Bloor,4,Friday
21,21,13,19,21,18,19,24,2024-04-05 20:45:00,Yonge and Bloor,4,Friday
17,16,20,18,24,24,18,23,2024-04-05 21:00:00,Yonge and Bloor,4,Friday
14,16,21,20,21,21,21,17,2024-04-05 21:15:00,Yonge and Bloor,4,Friday
15,14,17,13,20,20,24,23,2024-04-05 21:30:00,Yonge and Bloor,4,Friday
18,21,18,18,23,19,16,19,2024-04-05 21:45:00,Yonge and Bloor,4,Friday
20,17,17,19,22,17,18,19,2024-04-05 22:00:00,Yonge and Bloor,4,Friday
21,21,17,16,17,17,23,24,2024-04-05 22:15:00,Yonge and Bloor,4,Friday
13,21,17,15,19,20,22,23,2024-04-05 22:30:00,Yonge and Bloor,4,Friday
15,18,19,15,24,20,15,22,2024-04-05 22:45:00,Yonge and Bloor,4,Friday
1,1,2,4,5,3,5,8,2024-04-05 23:00:00,Yonge and Bloor,4,Friday
2,1,1,1,7,4,5,5,2024-04-05 23:15:00,Yonge and Bloor,4,Friday
4,1,2,3,7,4,4,4,2024-04-05 23:30:00,Yonge and Bloor,4,Friday
3,3,4,5,6,7,7,5,2024-04-05 23:45:00,Yonge and Bloor,4,Friday
5,4,3,3,8,7,5,8,2024-04-06 00:00:00,Yonge and Bloor,5,Saturday
3,3,4,5,7,5,6,6,2024-04-06 00:15:00,Yonge and Bloor,5,Saturday
5,3,7,5,6,9,7,8,2024-04-06 00:30:00,Yonge and Bloor,5,Saturday
7,5,7,3,6,7,9,7,2024-04-06 00:45:00,Yonge and Bloor,5,Saturday
5,5,4,3,6,5,7,6,2024-04-06 01:00:00,Yonge and Bloor,5,Saturday
5,5,6,4,7,6,5,8,2024-04-06 01:15:00,Yonge and Bloor,5,Saturday
4,5,4,3,7,5,7,8,2024-04-06 01:30:00,Yonge and Bloor,5,Saturday
5,4,6,5,6,7,5,6,2024-04-06 01:45:00,Yonge and Bloor,5,Saturday
5,3,4,5,7,7,6,8,2024-04-06 02:00:00,Yonge and Bloor,5,Saturday
3,4,3,5,8,5,7,6,2024-04-06 02:15:00,Yonge and Bloor,5,Saturday
4,5,4,4,6,5,7,6,2024-04-06 02:30:00,Yonge and Bloor,5,Saturday
5,5,3,4,8,7,8,6,2024-04-06 02:45:00,Yonge and Bloor,5,Saturday
5,5,3,5,7,7,7,6,2024-04-06 03:00:00,Yonge and Bloor,5,Saturday
5,4,4,3,7,5,8,6,2024-04-06 03:15:00,Yonge and Bloor,5,Saturday
5,4,3,4,6,5,8,7,2024-04-06 03:30:00,Yonge and Bloor,5,Saturday
4,4,8,4,8,9,7,8,2024-04-06 03:45:00,Yonge and Bloor,5,Saturday
5,5,4,4,6,6,8,6,2024-04-06 04:00:00,Yonge and Bloor,5,Saturday
5,5,7,3,8,7,7,7,2024-04-06 04:15:00,Yonge and Bloor,5,Saturday
5,5,4,5,8,6,6,8,2024-04-06 04:30:00,Yonge and Bloor,5,Saturday
5,3,3,4,6,6,6,6,2024-04-06 04:45:00,Yonge and Bloor,5,Saturday
17,17,12,14,15,16,18,19,2024-04-06 05:00:00,Yonge and Bloor,5,Saturday
18,15,11,13,18,20,17,15,2024-04-06 05:15:00,Yonge and Bloor,5,Saturday
16,17,11,15,14,15,22,16,2024-04-06 05:30:00,Yonge and Bloor,5,Saturday
11,15,21,16,19,21,19,15,2024-04-06 05:45:00,Yonge and Bloor,5,Saturday
18,15,11,14,16,19,18,17,2024-04-06 06:00:00,Yonge and Bloor,5,Saturday
13,16,17,16,14,15,17,17,2024-04-06 06:15:00,Yonge and Bloor,5,Saturday
12,13,17,16,17,13,16,14,2024-04-06 06:30:00,Yonge and Bloor,5,Saturday
18,15,14,14,19,16,14,20,2024-04-06 06:45:00,Yonge and Bloor,5,Saturday
16,11,12,11,19,17,17,18,2024-04-06 07:00:00,Yonge and Bloor,5,Saturday
11,16,16,15,21,20,18,18,2024-04-06 07:15:00,Yonge and Bloor,5,Saturday
15,13,15,11,18,16,15,15,2024-04-06 07:30:00,Yonge and Bloor,5,Saturday
15,15,14,13,18,21,19,20,2024-04-06 07:45:00,Yonge and Bloor,5,Saturday
20,20,20,20,23,22,22,24,2024-04-06 08:00:00,Yonge and Bloor,5,Saturday
21,21,20,21,23,23,25,24,2024-04-06 08:15:00,Yonge and Bloor,5,Saturday
20,21,24,21,23,23,23,24,2024-04-06 08:30:00,Yonge and Bloor,5,Saturday
21,21,21,21,24,23,23,24,2024-04-06 08:45:00,Yonge and Bloor,5,Saturday
19,16,21,17,15,18,17,15,2024-04-06 09:00:00,Yonge and Bloor,5,Saturday
15,14,16,18,17,18,20,19,2024-04-06 09:15:00,Yonge and Bloor,5,Saturday
16,18,15,17,20,14,22,16,2024-04-06 09:30:00,Yonge and Bloor,5,Saturday
12,16,14,12,21,18,16,14,2024-04-06 09:45:00,Yonge and Bloor,5,Saturday
44,36,40,37,35,48,35,32,2024-04-06 10:00:00,Yonge and Bloor,5,Saturday
44,30,36,32,39,38,40,43,2024-04-06 10:15:00,Yonge and Bloor,5,Saturday
39,38,40,34,44,41,40,45,2024-04-06 10:30:00,Yonge and Bloor,5,Saturday
31,38,43,44,45,36,31,36,2024-04-06 10:45:00,Yonge and Bloor,5,Saturday
43,29,43,34,36,46,41,47,2024-04-06 11:00:00,Yonge and Bloor,5,Saturday
31,35,34,38,41,36,41,34,2024-04-06 11:15:00,Yonge and Bloor,5,Saturday
35,42,32,42,37,47,42,32,2024-04-06 11:30:00,Yonge and Bloor,5,Saturday
41,42,35,35,36,43,42,39,2024-04-06 11:45:00,Yonge and Bloor,5,Saturday
25,21,26,22,29,26,28,28,2024-04-06 12:00:00,Yonge and Bloor,5,Saturday
21,22,24,23,24,24,25,27,2024-04-06 12:15:00,Yonge and Bloor,5,Saturday
26,24,24,24,24,26,27,28,2024-04-06 12:30:00,Yonge and Bloor,5,Saturday
25,24,23,24,27,24,26,27,2024-04-06 12:45:00,Yonge and Bloor,5,Saturday
13,15,15,17,21,20,14,15,2024-04-06 13:00:00,Yonge and Bloor,5,Saturday
12,14,17,12,16,14,17,21,2024-04-06 13:15:00,Yonge and Bloor,5,Saturday
15,12,21,13,18,15,20,20,2024-04-06 13:30:00,Yonge and Bloor,5,Saturday
13,15,18,17,20,17,17,19,2024-04-06 13:45:00,Yonge and Bloor,5,Saturday
18,14,11,15,15,19,13,15,2024-04-06 14:00:00,Yonge and Bloor,5,Saturday
12,18,16,17,20,16,19,20,2024-04-06 14:15:00,Yonge and Bloor,5,Saturday
15,11,12,13,21,19,20,18,2024-04-06 14:30:00,Yonge and Bloor,5,Saturday
17,18,16,14,21,16,13,17,2024-04-06 14:45:00,Yonge and Bloor,5,Saturday
13,18,14,18,21,18,20,14,2024-04-06 15:00:00,Yonge and Bloor,5,Saturday
17,12,14,14,17,18,19,15,2024-04-06 15:15:00,Yonge and Bloor,5,Saturday
15,18,17,18,20,22,16,14,2024-04-06 15:30:00,Yonge and Bloor,5,Saturday
14,14,16,11,18,20,22,20,2024-04-06 15:45:00,Yonge and Bloor,5,Saturday
16,18,16,16,20,16,17,16,2024-04-06 16:00:00,Yonge and Bloor,5,Saturday
11,12,13,15,15,19,21,16,2024-04-06 16:15:00,Yonge and Bloor,5,Saturday
14,12,21,16,20,20,15,15,2024-04-06 16:30:00,Yonge and Bloor,5,Saturday
17,13,15,12,20,20,22,15,2024-04-06 16:45:00,Yonge and Bloor,5,Saturday
42,41,45,42,33,41,33,46,2024-04-06 17:00:00,Yonge and Bloor,5,Saturday
39,35,32,29,43,49,47,46,2024-04-06 17:15:00,Yonge and Bloor,5,Saturday
38,39,38,41,45,49,48,37,2024-04-06 17:30:00,Yonge and Bloor,5,Saturday
43,37,43,31,35,41,33,34,2024-04-06 17:45:00,Yonge and Bloor,5,Saturday
31,42,44,44,41,45,38,41,2024-04-06 18:00:00,Yonge and Bloor,5,Saturday
42,31,30,35,37,42,46,41,2024-04-06 18:15:00,Yonge and Bloor,5,Saturday
39,32,43,33,40,45,46,47,2024-04-06 18:30:00,Yonge and Bloor,5,Saturday
44,43,41,30,36,34,37,46,2024-04-06 18:45:00,Yonge and Bloor,5,Saturday
15,16,13,17,16,17,15,16,2024-04-06 19:00:00,Yonge and Bloor,5,Saturday
15,12,16,14,19,15,20,16,2024-04-06 19:15:00,Yonge and Bloor,5,Saturday
14,14,19,14,17,16,18,18,2024-04-06 19:30:00,Yonge and Bloor,5,Saturday
12,16,17,15,19,17,13,16,2024-04-06 19:45:00,Yonge and Bloor,5,Saturday
18,12,15,16,19,18,18,15,2024-04-06 20:00:00,Yonge and Bloor,5,Saturday
17,18,11,17,14,13,19,19,2024-04-06 20:15:00,Yonge and Bloor,5,Saturday
11,18,17,14,17,16,21,15,2024-04-06 20:30:00,Yonge and Bloor,5,Saturday
16,16,17,17,18,20,20,19,2024-04-06 20:45:00,Yonge and Bloor,5,Saturday
12,11,11,14,18,17,18,19,2024-04-06 21:00:00,Yonge and Bloor,5,Saturday
13,14,12,17,16,21,15,18,2024-04-06 21:15:00,Yonge and Bloor,5,Saturday
18,13,16,16,16,14,19,15,2024-04-06 21:30:00,Yonge and Bloor,5,Saturday
12,17,19,12,20,20,20,17,2024-04-06 21:45:00,Yonge and Bloor,5,Saturday
22,18,14,14,16,13,13,17,2024-04-06 22:00:00,Yonge and Bloor,5,Saturday
13,16,18,18,19,14,17,21,2024-04-06 22:15:00,Yonge and Bloor,5,Saturday
14,17,16,13,18,20,17,18,2024-04-06 22:30:00,Yonge and Bloor,5,Saturday
22,15,15,15,14,17,14,15,2024-04-06 22:45:00,Yonge and Bloor,5,Saturday
5,5,5,5,6,9,8,6,2024-04-06 23:00:00,Yonge and Bloor,5,Saturday
5,4,4,3,8,7,7,8,2024-04-06 23:15:00,Yonge and Bloor,5,Saturday
4,5,3,3,8,8,7,8,2024-04-06 23:30:00,Yonge and Bloor,5,Saturday
3,3,7,5,8,6,6,8,2024-04-06 23:45:00,Yonge and Bloor,5,Saturday
3,5,5,4,7,7,5,6,2024-04-07 00:00:00,Yonge and Bloor,6,Sunday
4,4,4,5,7,7,7,8,2024-04-07 00:15:00,Yonge and Bloor,6,Sunday
5,4,3,3,7,5,7,7,2024-04-07 00:30:00,Yonge and Bloor,6,Sunday
3,3,3,3,8,7,7,6,2024-04-07 00:45:00,Yonge and Bloor,6,Sunday
3,3,3,5,6,8,6,8,2024-04-07 01:00:00,Yonge and Bloor,6,Sunday
7,3,3,5,8,10,7,6,2024-04-07 01:15:00,Yonge and Bloor,6,Sunday
3,5,5,4,7,8,7,6,2024-04-07 01:30:00,Yonge and Bloor,6,Sunday
8,3,4,5,7,9,5,7,2024-04-07 01:45:00,Yonge and Bloor,6,Sunday
4,3,3,3,7,5,9,8,2024-04-07 02:00:00,Yonge and Bloor,6,Sunday
5,4,4,3,6,10,9,6,2024-04-07 02:15:00,Yonge and Bloor,6,Sunday
4,4,5,4,7,10,6,6,2024-04-07 02:30:00,Yonge and Bloor,6,Sunday
7,4,6,3,8,8,5,8,2024-04-07 02:45:00,Yonge and Bloor,6,Sunday
5,5,6,4,6,6,6,6,2024-04-07 03:00:00,Yonge and Bloor,6,Sunday
3,3,7,4,6,5,6,7,2024-04-07 03:15:00,Yonge and Bloor,6,Sunday
5,5,3,3,6,5,7,7,2024-04-07 03:30:00,Yonge and Bloor,6,Sunday
3,5,5,4,7,7,5,7,2024-04-07 03:45:00,Yonge and Bloor,6,Sunday
4,3,5,3,8,6,6,7,2024-04-07 04:00:00,Yonge and Bloor,6,Sunday
3,3,4,5,7,6,5,7,2024-04-07 04:15:00,Yonge and Bloor,6,Sunday
3,5,7,4,6,7,7,8,2024-04-07 04:30:00,Yonge and Bloor,6,Sunday
3,3,3,5,6,7,7,8,2024-04-07 04:45:00,Yonge and Bloor,6,Sunday
15,17,14,17,14,15,18,14,2024-04-07 05:00:00,Yonge and Bloor,6,Sunday
14,14,18,12,18,17,13,21,2024-04-07 05:15:00,Yonge and Bloor,6,Sunday
14,17,11,15,17,16,17,18,2024-04-07 05:30:00,Yonge and Bloor,6,Sunday
12,16,11,13,18,16,18,14,2024-04-07 05:45:00,Yonge and Bloor,6,Sunday
14,12,18,14,15,19,15,16,2024-04-07 06:00:00,Yonge and Bloor,6,Sunday
13,14,17,12,21,19,15,18,2024-04-07 06:15:00,Yonge and Bloor,6,Sunday
16,16,12,15,20,18,18,15,2024-04-07 06:30:00,Yonge and Bloor,6,Sunday
12,13,16,11,15,19,22,20,2024-04-07 06:45:00,Yonge and Bloor,6,Sunday
12,16,13,12,14,14,21,18,2024-04-07 07:00:00,Yonge and Bloor,6,Sunday
